CA1-3 Personal income summary,,,Year: 2011,,
49037,"San Juan, UT",14825,330961,22325,33438
49039,"Sanpete, UT",27988,614499,21956,29057
49041,"Sevier, UT",20971,560268,26716,31930
49043,"Summit, UT",37594,2730934,72643,37056
49045,"Tooele, UT",59326,1646184,27748,43672
49047,"Uintah, UT",33163,1037268,31278,45728
49049,"Utah, UT",530499,13723793,25870,37632
49051,"Wasatch, UT",24417,670049,27442,33219
49053,"Washington, UT",141666,3847551,27159,31867
49055,"Wayne, UT",2737,74812,27334,29583
49057,"Weber, UT",234420,7816545,33344,36398
50001,"Addison, VT",36742,1419119,38624,35203
50003,"Bennington, VT",36970,1534346,41502,36531
50005,"Caledonia, VT",31166,1058803,33973,34229
50007,"Chittenden, VT",157491,7042288,44715,45607
50009,"Essex, VT",6291,166289,26433,30910
50011,"Franklin, VT",48113,1976891,41088,38522
50013,"Grand Isle, VT",6931,301035,43433,29381
50015,"Lamoille, VT",24701,1018596,41237,32786
50017,"Orange, VT",29006,1053171,36309,32649
50019,"Orleans, VT",27173,973118,35812,32230
50021,"Rutland, VT",61289,2527128,41233,36490
50023,"Washington, VT",59626,2634893,44190,40860
50025,"Windham, VT",44266,1792206,40487,36867
50027,"Windsor, VT",56666,2543977,44894,36732
51001,"Accomack, VA",33336,1112362,33368,32213
51007,"Amelia, VA",12805,446791,34892,31876
51009,"Amherst, VA",32167,968867,30120,34003
51011,"Appomattox, VA",15041,466155,30992,30634
51013,"Arlington, VA",216004,17818465,82491,83566
51017,"Bath, VA",4657,178712,38375,33678
51021,"Bland, VA",6818,207916,30495,40379
51023,"Botetourt, VA",32928,1401422,42560,37622
51025,"Brunswick, VA",17204,468093,27208,29310
51027,"Buchanan, VA",23581,770192,32662,46663
51029,"Buckingham, VA",17278,427153,24722,34448
51033,"Caroline, VA",28674,1036864,36160,35943
51036,"Charles City, VA",7241,237182,32755,37864
51037,"Charlotte, VA",12505,346110,27678,28262
51041,"Chesterfield, VA",320277,14155553,44198,44459
51043,"Clarke, VA",14258,589801,41366,39661
51045,"Craig, VA",5099,160621,31500,31057
51047,"Culpeper, VA",47476,1702003,35850,38373
51049,"Cumberland, VA",9969,303642,30459,28809
51051,"Dickenson, VA",15741,477048,30306,40510
51057,"Essex, VA",11205,377984,33734,30773
51061,"Fauquier, VA",66071,3594251,54400,43749
51063,"Floyd, VA",15378,434575,28260,27535
51065,"Fluvanna, VA",26061,951419,36507,34792
51067,"Franklin, VA",56419,1840735,32626,30618
51071,"Giles, VA",17124,515818,30123,37784
51073,"Gloucester, VA",36901,1434937,38886,30459
51075,"Goochland, VA",21883,1390441,63540,70176
51077,"Grayson, VA",15328,377858,24651,27061
51079,"Greene, VA",18660,710441,38073,33989
51083,"Halifax, VA",36056,1070802,29698,32519
51085,"Hanover, VA",100342,4598907,45832,38889
51087,"Henrico, VA",310445,13823694,44529,50786
51091,"Highland, VA",2267,82229,36272,25928
51093,"Isle of Wight, VA",35356,1516168,42883,40314
51097,"King and Queen, VA",6997,231025,33018,38721
51099,"King George, VA",24161,980590,40586,69403
51101,"King William, VA",15981,621368,38882,37882
51103,"Lancaster, VA",11282,548383,48607,32287
51105,"Lee, VA",25146,717983,28553,33309
51107,"Loudoun, VA",325405,18626729,57242,58311
51109,"Louisa, VA",33395,1372405,41096,48571
51111,"Lunenburg, VA",12874,342840,26630,30456
51113,"Madison, VA",13169,479209,36389,31920
51115,"Mathews, VA",8962,472640,52738,28961
51117,"Mecklenburg, VA",32622,1008394,30911,30791
51119,"Middlesex, VA",10854,445404,41036,30591
51125,"Nelson, VA",15097,601790,39862,30543
51127,"New Kent, VA",18822,690856,36705,34047
51131,"Northampton, VA",12377,445705,36011,31993
51133,"Northumberland, VA",12461,522568,41936,32987
51135,"Nottoway, VA",15840,485718,30664,33382
51137,"Orange, VA",33938,1183902,34884,34227
51139,"Page, VA",23958,706266,29479,28842
51141,"Patrick, VA",18390,481002,26156,26861
51145,"Powhatan, VA",28110,1232900,43860,38629
51147,"Prince Edward, VA",23343,524221,22457,30892
51155,"Pulaski, VA",34607,1140192,32947,35788
51157,"Rappahannock, VA",7444,321375,43172,41769
51159,"Richmond, VA",9220,248397,26941,35332
51167,"Russell, VA",28749,828274,28811,35444
51169,"Scott, VA",23126,646181,27942,31187
51171,"Shenandoah, VA",42289,1380817,32652,31803
51173,"Smyth, VA",32029,918227,28669,33200
51179,"Stafford, VA",132133,5538561,41917,48897
51181,"Surry, VA",6931,241616,34860,71691
51183,"Sussex, VA",12087,359413,29736,33326
51185,"Tazewell, VA",44715,1484687,33203,33804
51187,"Warren, VA",37749,1483107,39289,34800
51193,"Westmoreland, VA",17595,643218,36557,28208
51197,"Wythe, VA",29204,847945,29035,30750
51510,"Alexandria (Independent City), VA",144301,11310698,78383,70129
51550,"Chesapeake (Independent City), VA",225050,9565620,42504,39688
51650,"Hampton (Independent City), VA",136401,5456189,40001,47009
51700,"Newport News (Independent City), VA",179611,6241927,34752,46975
51710,"Norfolk (Independent City), VA",242628,8946520,36873,51425
51740,"Portsmouth (Independent City), VA",95684,3596088,37583,49781
51760,"Richmond (Independent City), VA",205533,8887105,43239,53903
51770,"Roanoke (Independent City), VA",96714,3889328,40215,42066
51800,"Suffolk (Independent City), VA",84930,3335932,39279,42179
51810,"Virginia Beach (Independent City), VA",442707,20718174,46799,41836
51901,"Albemarle + Charlottesville, VA",144064,6778562,47052,46186
51903,"Alleghany + Covington, VA",22114,741097,33513,42782
51907,"Augusta, Staunton + Waynesboro, VA",118629,4085833,34442,35970
51909,"Bedford + Bedford City, VA",75427,2911097,38595,33731
51911,"Campbell + Lynchburg, VA",131536,4210250,32008,40566
51913,"Carroll + Galax, VA",36964,1097742,29698,29309
51918,"Dinwiddie, Colonial Heights + Petersburg, VA",77684,2951555,37994,35665
51919,"Fairfax, Fairfax City + Falls Church, VA",1135992,78392046,69008,76680
51921,"Frederick + Winchester, VA",106253,3971941,37382,41459
51923,"Greensville + Emporia, VA",17983,434441,24158,30841
51929,"Henry + Martinsville, VA",67300,2025548,30097,31407
51931,"James City + Williamsburg, VA",82644,4316358,52228,35241
51933,"Montgomery + Radford, VA",110756,3175190,28668,37939
51939,"Pittsylvania + Danville, VA",105696,3307949,31297,32868
51941,"Prince George + Hopewell, VA",59135,2301743,38924,53424
51942,"Prince William, Manassas + Manassas Park, VA",473638,21307192,44986,47071
51944,"Roanoke + Salem, VA",117701,4789030,40688,42774
51945,"Rockbridge, Buena Vista + Lexington, VA",36006,1153183,32028,32796
51947,"Rockingham + Harrisonburg, VA",126562,3964444,31324,36430
51949,"Southampton + Franklin, VA",26996,845339,31313,32383
51951,"Spotsylvania + Fredericksburg, VA",150018,6134760,40893,38220
51953,"Washington + Bristol, VA",72577,2456827,33851,36011
51955,"Wise + Norton, VA",45619,1496522,32805,40299
51958,"York + Poquoson, VA",78134,3716378,47564,35789
53001,"Adams, WA",19027,603223,31704,35680
53003,"Asotin, WA",21933,772703,35230,29935
53005,"Benton, WA",180678,7172962,39700,51830
53007,"Chelan, WA",73477,2764115,37619,35027
53009,"Clallam, WA",71838,2596047,36138,35239
53011,"Clark, WA",433418,16337847,37695,43600
53013,"Columbia, WA",4050,159000,39259,37020
53015,"Cowlitz, WA",102478,3341482,32607,40442
53017,"Douglas, WA",38971,1188610,30500,31727
53019,"Ferry, WA",7689,202626,26353,35412
53021,"Franklin, WA",83455,2479492,29711,36425
53023,"Garfield, WA",2262,81429,35999,37377
53025,"Grant, WA",91265,2829145,30999,35628
53027,"Grays Harbor, WA",72546,2202146,30355,36260
53029,"Island, WA",78971,3022032,38268,42810
53031,"Jefferson, WA",29924,1254416,41920,32949
53033,"King, WA",1969722,113922436,57837,63683
53035,"Kitsap, WA",254633,10842161,42580,45979
53037,"Kittitas, WA",41629,1375042,33031,32803
53039,"Klickitat, WA",20697,797443,38529,42177
53041,"Lewis, WA",75901,2367518,31192,35151
53043,"Lincoln, WA",10476,371540,35466,32008
53045,"Mason, WA",61019,1851604,30345,34651
53047,"Okanogan, WA",41411,1466319,35409,28407
53049,"Pacific, WA",20930,683332,32648,31872
53051,"Pend Oreille, WA",12936,395339,30561,39481
53053,"Pierce, WA",807904,33117849,40992,45960
53055,"San Juan, WA",15844,830842,52439,31856
53057,"Skagit, WA",118109,4552329,38543,38680
53059,"Skamania, WA",11137,377292,33877,34200
53061,"Snohomish, WA",722400,31266357,43281,51036
53063,"Spokane, WA",473761,17027067,35940,41152
53065,"Stevens, WA",43496,1242192,28559,33160
53067,"Thurston, WA",256591,10584595,41251,43392
53069,"Wahkiakum, WA",3991,128915,32301,32297
53071,"Walla Walla, WA",59588,2102032,35276,37870
53073,"Whatcom, WA",203663,7759117,38098,39950
53075,"Whitman, WA",45077,1369413,30379,35890
53077,"Yakima, WA",247141,8247254,33371,34546
54001,"Barbour, WV",16520,431324,26109,31726
54003,"Berkeley, WV",105750,3351815,31696,38634
54005,"Boone, WV",24444,706737,28912,58294
54007,"Braxton, WV",14485,379853,26224,29881
54009,"Brooke, WV",23844,740036,31037,36231
54011,"Cabell, WV",96653,3293803,34079,37836
54013,"Calhoun, WV",7652,176019,23003,34628
54015,"Clay, WV",9357,221840,23708,41045
54017,"Doddridge, WV",8171,166783,20412,28373
54019,"Fayette, WV",45699,1337914,29277,34618
54021,"Gilmer, WV",8705,195702,22482,33759
54023,"Grant, WV",11891,358654,30162,39249
54025,"Greenbrier, WV",35800,1150251,32130,32032
54027,"Hampshire, WV",23812,586576,24634,29022
54029,"Hancock, WV",30571,937606,30670,32718
54031,"Hardy, WV",13912,366663,26356,27628
54033,"Harrison, WV",69436,2687358,38703,40360
54035,"Jackson, WV",29241,778520,26624,33228
54037,"Jefferson, WV",54225,2067414,38127,34380
54039,"Kanawha, WV",192315,8212684,42704,42151
54041,"Lewis, WV",16416,575783,35075,41837
54043,"Lincoln, WV",21550,532756,24722,37553
54045,"Logan, WV",36457,1227326,33665,42415
54047,"McDowell, WV",21729,594507,27360,46581
54049,"Marion, WV",56586,2056247,36338,39527
54051,"Marshall, WV",32800,1189812,36275,43962
54053,"Mason, WV",27298,714313,26167,38306
54055,"Mercer, WV",62465,2039854,32656,33662
54057,"Mineral, WV",28192,894616,31733,34962
54059,"Mingo, WV",26563,819780,30862,50254
54061,"Monongalia, WV",98528,3707765,37632,41665
54063,"Monroe, WV",13534,368119,27200,32874
54065,"Morgan, WV",17535,558141,31830,28636
54067,"Nicholas, WV",26268,816630,31088,35949
54069,"Ohio, WV",44246,1679956,37969,33184
54071,"Pendleton, WV",7673,237966,31013,32449
54073,"Pleasants, WV",7611,241403,31718,40910
54075,"Pocahontas, WV",8786,267500,30446,27516
54077,"Preston, WV",33723,950876,28197,35449
54079,"Putnam, WV",56008,2274865,40617,46944
54081,"Raleigh, WV",79127,2915958,36852,39335
54083,"Randolph, WV",29465,902311,30623,30278
54085,"Ritchie, WV",10295,300115,29152,34020
54087,"Roane, WV",14858,373557,25142,30820
54089,"Summers, WV",13867,341534,24629,29238
54091,"Taylor, WV",16916,457243,27030,30132
54093,"Tucker, WV",7021,202468,28837,25820
54095,"Tyler, WV",9121,241433,26470,38386
54097,"Upshur, WV",24322,712337,29288,35591
54099,"Wayne, WV",42126,1236868,29361,42008
54101,"Webster, WV",9143,227620,24896,38991
54103,"Wetzel, WV",16351,510061,31194,28187
54105,"Wirt, WV",5762,130794,22699,24821
54107,"Wood, WV",87120,2845888,32666,35536
54109,"Wyoming, WV",23419,681643,29106,40934
55001,"Adams, WI",20733,691246,33340,31592
55003,"Ashland, WI",16142,521119,32283,33651
55005,"Barron, WI",45883,1517970,33083,31736
55007,"Bayfield, WI",15099,503757,33364,26658
55009,"Brown, WI",251412,9928992,39493,43085
55011,"Buffalo, WI",13539,547459,40436,32368
55013,"Burnett, WI",15504,532903,34372,29036
55015,"Calumet, WI",49490,2151501,43473,34040
55017,"Chippewa, WI",62778,2157978,34375,34560
55019,"Clark, WI",34742,1061043,30541,31942
55021,"Columbia, WI",56909,2309367,40580,35350
55023,"Crawford, WI",16714,541950,32425,29090
55025,"Dane, WI",495959,23268610,46916,45287
55027,"Dodge, WI",88661,3110733,35086,38874
55029,"Door, WI",27820,1178429,42359,29975
55031,"Douglas, WI",44105,1388342,31478,37076
55033,"Dunn, WI",43971,1425788,32426,33984
55035,"Eau Claire, WI",99879,3715802,37203,36417
55037,"Florence, WI",4440,159261,35870,24654
55039,"Fond du Lac, WI",102079,3766440,36897,38157
55041,"Forest, WI",9236,289951,31394,30393
55043,"Grant, WI",51210,1719051,33569,30602
55045,"Green, WI",36891,1413794,38324,34623
55047,"Green Lake, WI",19094,724819,37961,35247
55049,"Iowa, WI",23599,918946,38940,35813
55051,"Iron, WI",5894,217232,36856,28241
55053,"Jackson, WI",20565,707089,34383,36119
55055,"Jefferson, WI",83943,2939310,35016,35408
55057,"Juneau, WI",26722,789879,29559,34004
55059,"Kenosha, WI",167293,5983459,35766,38047
55061,"Kewaunee, WI",20589,786645,38207,40317
55063,"La Crosse, WI",115572,4368103,37796,38097
55065,"Lafayette, WI",16815,587297,34927,29428
55067,"Langlade, WI",19786,677146,34223,31768
55069,"Lincoln, WI",28602,957111,33463,35720
55071,"Manitowoc, WI",80976,3119148,38519,39445
55073,"Marathon, WI",134400,5001622,37214,38562
55075,"Marinette, WI",41656,1453003,34881,36309
55077,"Marquette, WI",15439,464793,30105,29529
55078,"Menominee, WI",4348,113426,26087,30416
55079,"Milwaukee, WI",952532,37035130,38881,48350
55081,"Monroe, WI",45050,1504743,33402,36260
55083,"Oconto, WI",37468,1367896,36508,29844
55085,"Oneida, WI",35801,1376196,38440,34092
55087,"Outagamie, WI",177913,6831847,38400,40926
55089,"Ozaukee, WI",86568,5247351,60615,42047
55091,"Pepin, WI",7412,268527,36229,31186
55093,"Pierce, WI",40862,1388877,33989,32758
55095,"Polk, WI",44040,1459689,33145,34206
55097,"Portage, WI",70084,2493944,35585,36906
55099,"Price, WI",13994,477401,34115,32694
55101,"Racine, WI",195388,7507705,38425,43522
55103,"Richland, WI",17983,573699,31902,32029
55105,"Rock, WI",160092,5331834,33305,39101
55107,"Rusk, WI",14621,399138,27299,29114
55109,"St. Croix, WI",84922,3374277,39734,34443
55111,"Sauk, WI",62290,2291137,36782,33316
55113,"Sawyer, WI",16596,569758,34331,31002
55115,"Shawano, WI",41754,1374165,32911,28816
55117,"Sheboygan, WI",115149,4595577,39910,40955
55119,"Taylor, WI",20661,611317,29588,32005
55121,"Trempealeau, WI",29001,1008099,34761,34860
55123,"Vernon, WI",29954,901431,30094,30786
55125,"Vilas, WI",21442,750864,35018,28690
55127,"Walworth, WI",102931,3585050,34830,34598
55129,"Washburn, WI",15912,530067,33312,30483
55131,"Washington, WI",132386,5978473,45159,39761
55133,"Waukesha, WI",390730,21430201,54847,48288
55135,"Waupaca, WI",52682,1942241,36867,34739
55137,"Waushara, WI",24576,748507,30457,29158
55139,"Winnebago, WI",167699,6446995,38444,44152
55141,"Wood, WI",74785,2929491,39172,43759
55901,"Shawano (includes Menominee), WI",(NA),(NA),(NA),(NA)
56001,"Albany, WY",36889,1359879,36864,34793
56003,"Big Horn, WY",11759,396062,33682,36517
56005,"Campbell, WY",46618,2218288,47584,56270
56007,"Carbon, WY",15786,649829,41165,42122
56009,"Converse, WY",13755,626981,45582,45548
56011,"Crook, WY",7111,312006,43877,35331
56013,"Fremont, WY",40579,1598381,39389,38444
56015,"Goshen, WY",13536,468995,34648,32453
56017,"Hot Springs, WY",4799,209308,43615,33681
56019,"Johnson, WY",8642,352474,40786,33358
56021,"Laramie, WY",92680,4345022,46882,42320
56023,"Lincoln, WY",18071,681985,37739,43006
56025,"Natrona, WY",76366,4132022,54108,46978
56027,"Niobrara, WY",2491,105644,42410,32917
56029,"Park, WY",28592,1309479,45799,37385
56031,"Platte, WY",8796,387203,44020,41284
56033,"Sheridan, WY",29239,1485422,50803,38866
56035,"Sublette, WY",10146,634700,62557,59595
56037,"Sweetwater, WY",44175,2290895,51860,54983
56039,"Teton, WY",21548,2065613,95861,40506
56041,"Uinta, WY",20985,877863,41833,41726
56043,"Washakie, WY",8487,355070,41837,37388
56045,"Weston, WY",7108,350567,49320,35820
Legend / Footnotes:,,,,,
1/ Census Bureau midyear population estimates. Estimates for 2000-2011 reflect county population estimates available as of April 2012.,,,,,
"Geographic Note-- Cibola, NM was separated from Valencia in June 1981, but in these estimates, Valencia includes Cibola through the end of 1981.",,,,,
"Geographic Note-- La Paz County, AZ was separated from Yuma County on January 1, 1983. The Yuma, AZ MSA contains the area that became La Paz County, AZ through 1982 and excludes it beginning with 1983.",,,,,
"Geographic Note-- Shawano, WI and Menominee, WI are combined as Shawano (incl. Menominee), WI for the years prior to 1989.",,,,,
"Geographic Note-- Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002.",,,,,
"Geographic Note-- Estimates for 1979 forward reflect Alaska Census Areas as defined by the Census Bureau; those for prior years reflect Alaska Census Divisions as defined in the 1970 Decennial Census. Estimates from 1988 forward separate Aleutian Islands Census Area into Aleutians East Borough and Aleutians West Census Area. Estimates for 1991 forward separate Denali Borough from Yukon-Koyukuk Census Area and Lake and Peninsula Borough from Dillingham Census Area. Estimates from 1993 forward separate Skagway-Yakutat-Angoon Census Area into Skagway-Hoonah-Angoon Census Area and Yakutat Borough. Estimates from 2008 forward separate Skagway-Hoonah-Angoon Census Area into Skagway Borough and Hoonah-Angoon Census Area. Estimates from 2009 forward separate Wrangell-Petersburg Census Area into Petersburg Census Area and Wrangell City and Borough. In addition, a part of the Prince of Wales-Outer Ketchikan Census Area was annexed by Ketchikan Gateway Borough and part (Meyers Chuck Area) was included in the new Wrangell City and Borough. The remainder of the Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area.",,,,,
"Geographic Note-- Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available.",,,,,
Note-- All state and local area dollar estimates are in current dollars (not adjusted for inflation).,,,,,
(NA) Data not available for this year.
"Last updated: November 26, 2012 - new estimates for 2011; revised estimates for 2009-2010."
